Source	Target	Type	Id	Label	timeset	Weight
327	1541	Directed	4051			1
327	2816	Directed	4052			1
327	1727	Directed	4053			1
327	2818	Directed	4054			1
328	3713	Directed	4055			1
328	3913	Directed	4056			1
328	1548	Directed	4057			1
570	1550	Directed	4058			1
570	3488	Directed	4059			1
570	1552	Directed	4060			1
570	2932	Directed	4061			1
119	1554	Directed	4062			1
119	3662	Directed	4063			1
119	2437	Directed	4064			1
119	3159	Directed	4065			1
490	3511	Directed	4066			1
941	3806	Directed	4067			1
778	3980	Directed	4068			1
778	1573	Directed	4069			1
778	1574	Directed	4070			1
778	3841	Directed	4071			1
778	1576	Directed	4072			1
1033	3158	Directed	4073			1
555	3821	Directed	4074			1
938	3894	Directed	4075			1
938	3288	Directed	4076			1
938	1586	Directed	4077			1
938	2887	Directed	4078			1
481	3523	Directed	4079			1
385	2099	Directed	4080			1
385	3082	Directed	4081			1
380	2747	Directed	4082			1
69	3168	Directed	4083			1
1306	3446	Directed	4084			1
474	3720	Directed	4085			1
474	3738	Directed	4086			1
474	3677	Directed	4087			1
474	3485	Directed	4088			1
48	1621	Directed	4089			1
48	1622	Directed	4090			1
48	1623	Directed	4091			1
48	1624	Directed	4092			1
48	1625	Directed	4093			1
48	1626	Directed	4094			1
48	1627	Directed	4095			1
48	1628	Directed	4096			1
48	1629	Directed	4097			1
48	1630	Directed	4098			1
48	1631	Directed	4099			1
48	1632	Directed	4100			1
48	1633	Directed	4101			1
48	2856	Directed	4102			1
48	1635	Directed	4103			1
48	1636	Directed	4104			1
48	1637	Directed	4105			1
48	3506	Directed	4106			1
48	3974	Directed	4107			1
48	1640	Directed	4108			1
48	1641	Directed	4109			1
48	1642	Directed	4110			1
48	1643	Directed	4111			1
743	3805	Directed	4112			1
965	3467	Directed	4113			1
442	1660	Directed	4114			1
137	3631	Directed	4115			1
137	3708	Directed	4116			1
137	1663	Directed	4117			1
137	3278	Directed	4118			1
137	3852	Directed	4119			1
137	3246	Directed	4120			1
137	3677	Directed	4121			1
137	3492	Directed	4122			1
137	1669	Directed	4123			1
137	3251	Directed	4124			1
137	1671	Directed	4125			1
137	3957	Directed	4126			1
137	1673	Directed	4127			1
137	2899	Directed	4128			1
137	2840	Directed	4129			1
137	1676	Directed	4130			1
137	1677	Directed	4131			1
137	3397	Directed	4132			1
137	2253	Directed	4133			1
977	3943	Directed	4134			1
958	3917	Directed	4135			1
208	1687	Directed	4136			1
208	1688	Directed	4137			1
208	1689	Directed	4138			1
208	1690	Directed	4139			1
208	1691	Directed	4140			1
208	1692	Directed	4141			1
208	1693	Directed	4142			1
208	1694	Directed	4143			1
208	3951	Directed	4144			1
208	1696	Directed	4145			1
208	1697	Directed	4146			1
208	1698	Directed	4147			1
208	1699	Directed	4148			1
784	3781	Directed	4149			1
784	3250	Directed	4150			1
283	3236	Directed	4151			1
485	1709	Directed	4152			1
485	3249	Directed	4153			1
954	3288	Directed	4154			1
986	3325	Directed	4155			1
54	1719	Directed	4156			1
54	3514	Directed	4157			1
54	2722	Directed	4158			1
54	3080	Directed	4159			1
54	2099	Directed	4160			1
54	2000	Directed	4161			1
54	2792	Directed	4162			1
54	1726	Directed	4163			1
54	1727	Directed	4164			1
54	3896	Directed	4165			1
54	1729	Directed	4166			1
54	1730	Directed	4167			1
54	1731	Directed	4168			1
54	3023	Directed	4169			1
54	3158	Directed	4170			1
54	1734	Directed	4171			1
54	1735	Directed	4172			1
54	1736	Directed	4173			1
54	1737	Directed	4174			1
54	3025	Directed	4175			1
54	1739	Directed	4176			1
54	3027	Directed	4177			1
54	1741	Directed	4178			1
54	3860	Directed	4179			1
54	1743	Directed	4180			1
815	3772	Directed	4181			1
815	3931	Directed	4182			1
1081	2120	Directed	4183			1
325	1750	Directed	4184			1
325	3079	Directed	4185			1
325	1752	Directed	4186			1
325	1753	Directed	4187			1
325	1754	Directed	4188			1
325	1755	Directed	4189			1
325	1756	Directed	4190			1
325	1757	Directed	4191			1
325	1758	Directed	4192			1
325	1759	Directed	4193			1
325	1760	Directed	4194			1
325	1761	Directed	4195			1
325	3958	Directed	4196			1
325	1763	Directed	4197			1
325	1764	Directed	4198			1
187	3189	Directed	4199			1
187	3581	Directed	4200			1
187	2462	Directed	4201			1
187	3921	Directed	4202			1
187	3120	Directed	4203			1
210	3638	Directed	4204			1
210	2569	Directed	4205			1
36	3704	Directed	4206			1
36	1776	Directed	4207			1
475	3720	Directed	4208			1
390	1792	Directed	4209			1
390	3129	Directed	4210			1
390	3632	Directed	4211			1
390	1795	Directed	4212			1
390	3813	Directed	4213			1
390	3130	Directed	4214			1
390	3519	Directed	4215			1
390	1799	Directed	4216			1
390	3520	Directed	4217			1
390	1801	Directed	4218			1
390	1802	Directed	4219			1
390	1803	Directed	4220			1
390	1804	Directed	4221			1
390	1805	Directed	4222			1
390	1806	Directed	4223			1
390	1807	Directed	4224			1
390	1808	Directed	4225			1
390	1809	Directed	4226			1
796	3858	Directed	4227			1
796	3887	Directed	4228			1
796	1852	Directed	4229			1
828	3164	Directed	4230			1
969	2920	Directed	4231			1
873	3958	Directed	4232			1
873	3608	Directed	4233			1
114	3780	Directed	4234			1
114	3709	Directed	4235			1
114	3823	Directed	4236			1
114	3160	Directed	4237			1
114	1868	Directed	4238			1
114	1869	Directed	4239			1
114	3335	Directed	4240			1
114	1871	Directed	4241			1
114	3522	Directed	4242			1
114	3720	Directed	4243			1
114	3249	Directed	4244			1
114	1875	Directed	4245			1
114	3781	Directed	4246			1
114	3250	Directed	4247			1
114	2309	Directed	4248			1
114	1879	Directed	4249			1
114	1880	Directed	4250			1
114	2441	Directed	4251			1
114	3251	Directed	4252			1
114	1883	Directed	4253			1
114	1884	Directed	4254			1
114	3782	Directed	4255			1
114	1886	Directed	4256			1
114	1887	Directed	4257			1
114	1888	Directed	4258			1
114	2809	Directed	4259			1
114	3957	Directed	4260			1
114	3204	Directed	4261			1
114	2840	Directed	4262			1
114	3580	Directed	4263			1
114	1894	Directed	4264			1
114	2842	Directed	4265			1
114	1896	Directed	4266			1
114	3446	Directed	4267			1
961	3921	Directed	4268			1
42	3915	Directed	4269			1
42	3459	Directed	4270			1
42	1907	Directed	4271			1
42	2711	Directed	4272			1
42	3472	Directed	4273			1
42	3481	Directed	4274			1
42	2715	Directed	4275			1
1289	3801	Directed	4276			1
122	2565	Directed	4277			1
122	2285	Directed	4278			1
122	1935	Directed	4279			1
122	1936	Directed	4280			1
122	1937	Directed	4281			1
122	2685	Directed	4282			1
122	1939	Directed	4283			1
37	3704	Directed	4284			1
37	1942	Directed	4285			1
37	1943	Directed	4286			1
37	1944	Directed	4287			1
37	1945	Directed	4288			1
37	1946	Directed	4289			1
633	3738	Directed	4290			1
342	3146	Directed	4291			1
191	3356	Directed	4292			1
191	3806	Directed	4293			1
322	1955	Directed	4294			1
322	3078	Directed	4295			1
974	3283	Directed	4296			1
1227	2685	Directed	4297			1
871	3828	Directed	4298			1
482	3523	Directed	4299			1
483	3523	Directed	4300			1
483	3286	Directed	4301			1
231	3514	Directed	4302			1
616	1967	Directed	4303			1
616	3377	Directed	4304			1
476	3720	Directed	4305			1
476	3523	Directed	4306			1
165	3192	Directed	4307			1
165	3851	Directed	4308			1
165	2850	Directed	4309			1
702	3792	Directed	4310			1
55	1990	Directed	4311			1
55	3712	Directed	4312			1
55	1992	Directed	4313			1
55	3844	Directed	4314			1
55	1994	Directed	4315			1
55	2985	Directed	4316			1
55	1996	Directed	4317			1
55	2904	Directed	4318			1
55	1998	Directed	4319			1
55	2049	Directed	4320			1
55	2000	Directed	4321			1
55	3821	Directed	4322			1
55	2214	Directed	4323			1
55	3555	Directed	4324			1
55	2004	Directed	4325			1
55	2005	Directed	4326			1
55	3795	Directed	4327			1
55	3306	Directed	4328			1
55	2008	Directed	4329			1
55	2009	Directed	4330			1
55	2010	Directed	4331			1
55	2011	Directed	4332			1
55	2012	Directed	4333			1
55	3798	Directed	4334			1
55	2127	Directed	4335			1
55	2015	Directed	4336			1
55	2016	Directed	4337			1
55	2017	Directed	4338			1
55	2018	Directed	4339			1
55	2019	Directed	4340			1
55	3799	Directed	4341			1
55	2021	Directed	4342			1
55	3800	Directed	4343			1
55	2023	Directed	4344			1
55	2024	Directed	4345			1
55	2025	Directed	4346			1
55	2026	Directed	4347			1
55	2027	Directed	4348			1
55	2028	Directed	4349			1
55	2029	Directed	4350			1
55	2030	Directed	4351			1
419	3129	Directed	4352			1
419	3519	Directed	4353			1
419	3520	Directed	4354			1
419	2035	Directed	4355			1
751	3706	Directed	4356			1
751	3331	Directed	4357			1
751	2039	Directed	4358			1
751	3293	Directed	4359			1
751	3567	Directed	4360			1
751	2042	Directed	4361			1
405	2049	Directed	4362			1
406	2049	Directed	4363			1
1099	3854	Directed	4364			1
882	2907	Directed	4365			1
115	3780	Directed	4366			1
87	2055	Directed	4367			1
87	3985	Directed	4368			1
87	2057	Directed	4369			1
87	2979	Directed	4370			1
87	2059	Directed	4371			1
87	2980	Directed	4372			1
87	3429	Directed	4373			1
87	3928	Directed	4374			1
87	2063	Directed	4375			1
87	3930	Directed	4376			1
87	2065	Directed	4377			1
87	3220	Directed	4378			1
87	3180	Directed	4379			1
87	2254	Directed	4380			1
87	2069	Directed	4381			1
87	2576	Directed	4382			1
87	2983	Directed	4383			1
87	2984	Directed	4384			1
87	2073	Directed	4385			1
87	2074	Directed	4386			1
87	2075	Directed	4387			1
87	2076	Directed	4388			1
87	3702	Directed	4389			1
87	2635	Directed	4390			1
87	2555	Directed	4391			1
87	2080	Directed	4392			1
87	2081	Directed	4393			1
409	2203	Directed	4394			1
403	3599	Directed	4395			1
284	3236	Directed	4396			1
363	3289	Directed	4397			1
386	2099	Directed	4398			1
535	2847	Directed	4399			1
467	2105	Directed	4400			1
467	3730	Directed	4401			1
467	3731	Directed	4402			1
1082	2120	Directed	4403			1
301	3759	Directed	4404			1
414	2122	Directed	4405			1
414	2123	Directed	4406			1
414	2124	Directed	4407			1
414	3887	Directed	4408			1
414	2640	Directed	4409			1
414	2127	Directed	4410			1
414	2128	Directed	4411			1
414	2129	Directed	4412			1
454	3842	Directed	4413			1
454	3958	Directed	4414			1
285	3236	Directed	4415			1
285	3237	Directed	4416			1
285	3892	Directed	4417			1
285	2136	Directed	4418			1
285	2137	Directed	4419			1
285	3142	Directed	4420			1
285	2139	Directed	4421			1
285	2140	Directed	4422			1
285	2141	Directed	4423			1
429	2143	Directed	4424			1
429	3974	Directed	4425			1
429	3626	Directed	4426			1
429	3627	Directed	4427			1
426	2149	Directed	4428			1
426	2792	Directed	4429			1
902	2434	Directed	4430			1
248	3246	Directed	4431			1
248	3249	Directed	4432			1
248	2157	Directed	4433			1
248	3806	Directed	4434			1
1181	3477	Directed	4435			1
888	3306	Directed	4436			1
302	3759	Directed	4437			1
302	2169	Directed	4438			1
302	3599	Directed	4439			1
302	2171	Directed	4440			1
302	2172	Directed	4441			1
302	2173	Directed	4442			1
302	2174	Directed	4443			1
302	2705	Directed	4444			1
302	2176	Directed	4445			1
302	2177	Directed	4446			1
302	3020	Directed	4447			1
703	3792	Directed	4448			1
703	2180	Directed	4449			1
703	3143	Directed	4450			1
220	2182	Directed	4451			1
220	3145	Directed	4452			1
220	2184	Directed	4453			1
220	2185	Directed	4454			1
220	2186	Directed	4455			1
220	2187	Directed	4456			1
220	3070	Directed	4457			1
220	3074	Directed	4458			1
220	2190	Directed	4459			1
220	2191	Directed	4460			1
220	2192	Directed	4461			1
220	2193	Directed	4462			1
220	2194	Directed	4463			1
220	2195	Directed	4464			1
220	2335	Directed	4465			1
220	2197	Directed	4466			1
220	2198	Directed	4467			1
306	2199	Directed	4468			1
306	2651	Directed	4469			1
306	2652	Directed	4470			1
306	3403	Directed	4471			1
306	2203	Directed	4472			1
306	3657	Directed	4473			1
211	3638	Directed	4474			1
211	2206	Directed	4475			1
817	3555	Directed	4476			1
560	2214	Directed	4477			1
560	3822	Directed	4478			1
560	2216	Directed	4479			1
968	2217	Directed	4480			1
968	2809	Directed	4481			1
968	2219	Directed	4482			1
968	2220	Directed	4483			1
434	2968	Directed	4484			1
744	3805	Directed	4485			1
744	3164	Directed	4486			1
744	2229	Directed	4487			1
874	3958	Directed	4488			1
448	3063	Directed	4489			1
448	2235	Directed	4490			1
448	2236	Directed	4491			1
448	2237	Directed	4492			1
448	2238	Directed	4493			1
448	2239	Directed	4494			1
448	3113	Directed	4495			1
448	2241	Directed	4496			1
202	3852	Directed	4497			1
202	2244	Directed	4498			1
202	2245	Directed	4499			1
202	2246	Directed	4500			1
202	2247	Directed	4501			1
202	2248	Directed	4502			1
202	2249	Directed	4503			1
202	2250	Directed	4504			1
202	2251	Directed	4505			1
202	2252	Directed	4506			1
202	2253	Directed	4507			1
996	2254	Directed	4508			1
523	2420	Directed	4509			1
818	3555	Directed	4510			1
875	3958	Directed	4511			1
959	3917	Directed	4512			1
1100	3854	Directed	4513			1
305	2285	Directed	4514			1
43	3915	Directed	4515			1
43	2290	Directed	4516			1
43	3467	Directed	4517			1
524	2420	Directed	4518			1
116	3780	Directed	4519			1
117	3780	Directed	4520			1
117	3159	Directed	4521			1
117	3246	Directed	4522			1
117	3390	Directed	4523			1
117	3248	Directed	4524			1
117	3523	Directed	4525			1
117	2306	Directed	4526			1
117	2307	Directed	4527			1
117	3162	Directed	4528			1
117	2309	Directed	4529			1
691	3332	Directed	4530			1
691	2517	Directed	4531			1
692	3332	Directed	4532			1
692	3580	Directed	4533			1
928	3377	Directed	4534			1
883	2907	Directed	4535			1
340	3315	Directed	4536			1
340	2328	Directed	4537			1
340	3210	Directed	4538			1
340	2330	Directed	4539			1
384	2331	Directed	4540			1
384	3248	Directed	4541			1
384	3250	Directed	4542			1
384	3180	Directed	4543			1
384	2335	Directed	4544			1
1040	2984	Directed	4545			1
585	2423	Directed	4546			1
1048	3893	Directed	4547			1
1048	3941	Directed	4548			1
184	2971	Directed	4549			1
663	3496	Directed	4550			1
331	2601	Directed	4551			1
331	2380	Directed	4552			1
550	2386	Directed	4553			1
550	2761	Directed	4554			1
38	3704	Directed	4555			1
38	2968	Directed	4556			1
978	3943	Directed	4557			1
1089	3824	Directed	4558			1
422	3137	Directed	4559			1
212	3638	Directed	4560			1
86	2418	Directed	4561			1
86	2419	Directed	4562			1
86	2420	Directed	4563			1
86	2421	Directed	4564			1
86	2422	Directed	4565			1
86	2423	Directed	4566			1
86	2424	Directed	4567			1
86	3073	Directed	4568			1
86	3974	Directed	4569			1
86	2427	Directed	4570			1
606	3113	Directed	4571			1
446	3729	Directed	4572			1
446	2434	Directed	4573			1
316	2569	Directed	4574			1
224	2437	Directed	4575			1
224	3335	Directed	4576			1
224	2439	Directed	4577			1
224	3440	Directed	4578			1
224	2441	Directed	4579			1
224	2983	Directed	4580			1
224	3957	Directed	4581			1
224	2444	Directed	4582			1
411	2548	Directed	4583			1
411	3581	Directed	4584			1
411	3825	Directed	4585			1
411	2462	Directed	4586			1
411	2463	Directed	4587			1
411	3921	Directed	4588			1
411	3120	Directed	4589			1
1066	3957	Directed	4590			1
280	2468	Directed	4591			1
280	2469	Directed	4592			1
280	3496	Directed	4593			1
280	2471	Directed	4594			1
940	3894	Directed	4595			1
940	3608	Directed	4596			1
940	2477	Directed	4597			1
940	2478	Directed	4598			1
940	2479	Directed	4599			1
238	3728	Directed	4600			1
238	2483	Directed	4601			1
602	2492	Directed	4602			1
602	3377	Directed	4603			1
602	3646	Directed	4604			1
602	2495	Directed	4605			1
177	2504	Directed	4606			1
177	3371	Directed	4607			1
177	2506	Directed	4608			1
125	2507	Directed	4609			1
125	2566	Directed	4610			1
125	2509	Directed	4611			1
125	2510	Directed	4612			1
125	2511	Directed	4613			1
125	2512	Directed	4614			1
125	2513	Directed	4615			1
125	2514	Directed	4616			1
884	2517	Directed	4617			1
540	2979	Directed	4618			1
975	3283	Directed	4619			1
128	2525	Directed	4620			1
128	3553	Directed	4621			1
745	3805	Directed	4622			1
227	2568	Directed	4623			1
227	3895	Directed	4624			1
227	3285	Directed	4625			1
665	2981	Directed	4626			1
930	3542	Directed	4627			1
930	2541	Directed	4628			1
960	3986	Directed	4629			1
65	2544	Directed	4630			1
65	3983	Directed	4631			1
65	3984	Directed	4632			1
65	2547	Directed	4633			1
65	2548	Directed	4634			1
65	2549	Directed	4635			1
65	2550	Directed	4636			1
65	2551	Directed	4637			1
65	3406	Directed	4638			1
65	3904	Directed	4639			1
65	2554	Directed	4640			1
65	2555	Directed	4641			1
1078	3743	Directed	4642			1
1072	3941	Directed	4643			1
123	2565	Directed	4644			1
123	3470	Directed	4645			1
123	2560	Directed	4646			1
123	2561	Directed	4647			1
124	2565	Directed	4648			1
127	2566	Directed	4649			1
228	2568	Directed	4650			1
229	2568	Directed	4651			1
317	2569	Directed	4652			1
477	3720	Directed	4653			1
797	3858	Directed	4654			1
797	3203	Directed	4655			1
486	3731	Directed	4656			1
1027	2576	Directed	4657			1
216	3749	Directed	4658			1
216	3283	Directed	4659			1
216	2585	Directed	4660			1
332	2601	Directed	4661			1
332	2602	Directed	4662			1
332	3893	Directed	4663			1
332	2604	Directed	4664			1
332	3743	Directed	4665			1
332	2606	Directed	4666			1
332	2607	Directed	4667			1
556	3821	Directed	4668			1
101	2614	Directed	4669			1
101	3560	Directed	4670			1
101	2616	Directed	4671			1
146	3964	Directed	4672			1
146	3792	Directed	4673			1
146	2619	Directed	4674			1
146	3143	Directed	4675			1
146	3560	Directed	4676			1
146	2622	Directed	4677			1
146	2623	Directed	4678			1
1238	2625	Directed	4679			1
1232	2635	Directed	4680			1
1136	2640	Directed	4681			1
1303	3402	Directed	4682			1
1012	2923	Directed	4683			1
852	3920	Directed	4684			1
526	2645	Directed	4685			1
526	3377	Directed	4686			1
919	3180	Directed	4687			1
919	2648	Directed	4688			1
919	2649	Directed	4689			1
307	2651	Directed	4690			1
307	2652	Directed	4691			1
491	3511	Directed	4692			1
491	3513	Directed	4693			1
492	3511	Directed	4694			1
470	3318	Directed	4695			1
470	3523	Directed	4696			1
374	2985	Directed	4697			1
685	2813	Directed	4698			1
685	2816	Directed	4699			1
748	3357	Directed	4700			1
471	3318	Directed	4701			1
471	2675	Directed	4702			1
876	3958	Directed	4703			1
557	3821	Directed	4704			1
1228	2685	Directed	4705			1
558	3821	Directed	4706			1
401	2687	Directed	4707			1
401	3599	Directed	4708			1
401	3792	Directed	4709			1
401	2690	Directed	4710			1
289	3831	Directed	4711			1
502	3653	Directed	4712			1
716	2705	Directed	4713			1
76	3170	Directed	4714			1
324	3459	Directed	4715			1
324	2711	Directed	4716			1
324	3473	Directed	4717			1
324	3480	Directed	4718			1
324	3481	Directed	4719			1
324	2715	Directed	4720			1
324	2716	Directed	4721			1
185	2971	Directed	4722			1
185	2722	Directed	4723			1
185	2870	Directed	4724			1
185	2724	Directed	4725			1
185	2974	Directed	4726			1
185	2975	Directed	4727			1
185	2727	Directed	4728			1
185	3427	Directed	4729			1
185	2976	Directed	4730			1
185	2730	Directed	4731			1
185	2731	Directed	4732			1
185	2732	Directed	4733			1
947	3163	Directed	4734			1
667	3429	Directed	4735			1
868	3292	Directed	4736			1
47	2740	Directed	4737			1
47	2741	Directed	4738			1
47	3823	Directed	4739			1
47	2743	Directed	4740			1
47	2744	Directed	4741			1
47	3495	Directed	4742			1
47	2746	Directed	4743			1
47	2747	Directed	4744			1
47	2748	Directed	4745			1
47	2847	Directed	4746			1
47	2750	Directed	4747			1
47	3332	Directed	4748			1
47	3677	Directed	4749			1
47	2799	Directed	4750			1
47	3156	Directed	4751			1
47	3839	Directed	4752			1
47	2756	Directed	4753			1
47	2757	Directed	4754			1
47	2758	Directed	4755			1
47	2759	Directed	4756			1
47	3163	Directed	4757			1
47	2761	Directed	4758			1
47	2762	Directed	4759			1
47	2763	Directed	4760			1
47	2764	Directed	4761			1
47	2765	Directed	4762			1
47	2766	Directed	4763			1
47	2767	Directed	4764			1
47	2768	Directed	4765			1
47	2769	Directed	4766			1
47	2770	Directed	4767			1
47	2771	Directed	4768			1
47	2772	Directed	4769			1
47	2773	Directed	4770			1
47	2774	Directed	4771			1
47	2775	Directed	4772			1
47	2776	Directed	4773			1
942	3806	Directed	4774			1
982	3408	Directed	4775			1
982	3409	Directed	4776			1
252	3268	Directed	4777			1
1067	3957	Directed	4778			1
1067	3397	Directed	4779			1
736	2792	Directed	4780			1
736	3180	Directed	4781			1
736	2794	Directed	4782			1
736	2795	Directed	4783			1
736	3637	Directed	4784			1
742	2799	Directed	4785			1
742	3895	Directed	4786			1
742	3803	Directed	4787			1
369	3681	Directed	4788			1
369	3682	Directed	4789			1
369	2805	Directed	4790			1
369	3402	Directed	4791			1
249	3246	Directed	4792			1
1050	2808	Directed	4793			1
1050	2809	Directed	4794			1
110	2812	Directed	4795			1
110	2813	Directed	4796			1
110	2814	Directed	4797			1
110	2815	Directed	4798			1
110	2816	Directed	4799			1
110	3943	Directed	4800			1
110	2818	Directed	4801			1
368	2819	Directed	4802			1
314	2824	Directed	4803			1
314	3677	Directed	4804			1
314	3492	Directed	4805			1
314	2827	Directed	4806			1
155	3708	Directed	4807			1
155	2834	Directed	4808			1
155	2835	Directed	4809			1
155	2836	Directed	4810			1
155	3250	Directed	4811			1
155	2838	Directed	4812			1
155	3396	Directed	4813			1
155	2840	Directed	4814			1
155	3580	Directed	4815			1
155	2842	Directed	4816			1
794	3250	Directed	4817			1
670	3162	Directed	4818			1
536	2847	Directed	4819			1
607	3113	Directed	4820			1
607	3472	Directed	4821			1
607	2850	Directed	4822			1
607	2851	Directed	4823			1
607	2852	Directed	4824			1
1091	3919	Directed	4825			1
245	3343	Directed	4826			1
245	2856	Directed	4827			1
245	2857	Directed	4828			1
245	2858	Directed	4829			1
245	3567	Directed	4830			1
217	3749	Directed	4831			1
217	3897	Directed	4832			1
180	2867	Directed	4833			1
180	2868	Directed	4834			1
180	2869	Directed	4835			1
180	2870	Directed	4836			1
287	3237	Directed	4837			1
287	3842	Directed	4838			1
310	3675	Directed	4839			1
455	3842	Directed	4840			1
693	3332	Directed	4841			1
694	3332	Directed	4842			1
819	3555	Directed	4843			1
576	3609	Directed	4844			1
1145	2887	Directed	4845			1
1145	2888	Directed	4846			1
200	3160	Directed	4847			1
200	2896	Directed	4848			1
200	3268	Directed	4849			1
200	3317	Directed	4850			1
200	2899	Directed	4851			1
188	3189	Directed	4852			1
376	2904	Directed	4853			1
790	2905	Directed	4854			1
790	3548	Directed	4855			1
790	2907	Directed	4856			1
790	3806	Directed	4857			1
166	3192	Directed	4858			1
81	2911	Directed	4859			1
81	2912	Directed	4860			1
81	2913	Directed	4861			1
81	2914	Directed	4862			1
81	2915	Directed	4863			1
81	2916	Directed	4864			1
81	3488	Directed	4865			1
81	2918	Directed	4866			1
81	2919	Directed	4867			1
81	2920	Directed	4868			1
81	3905	Directed	4869			1
81	2922	Directed	4870			1
81	2923	Directed	4871			1
81	2924	Directed	4872			1
81	2925	Directed	4873			1
81	2926	Directed	4874			1
81	2927	Directed	4875			1
81	2928	Directed	4876			1
81	2929	Directed	4877			1
81	2930	Directed	4878			1
81	2931	Directed	4879			1
81	2932	Directed	4880			1
81	3402	Directed	4881			1
81	2934	Directed	4882			1
987	3325	Directed	4883			1
1101	3854	Directed	4884			1
1152	3580	Directed	4885			1
158	2966	Directed	4886			1
158	2967	Directed	4887			1
158	2968	Directed	4888			1
158	3567	Directed	4889			1
186	2971	Directed	4890			1
186	2972	Directed	4891			1
186	2973	Directed	4892			1
186	2974	Directed	4893			1
186	2975	Directed	4894			1
186	2976	Directed	4895			1
186	2977	Directed	4896			1
1130	3085	Directed	4897			1
541	2979	Directed	4898			1
541	2980	Directed	4899			1
541	2981	Directed	4900			1
541	3928	Directed	4901			1
541	2983	Directed	4902			1
541	2984	Directed	4903			1
375	2985	Directed	4904			1
877	3958	Directed	4905			1
478	3720	Directed	4906			1
785	3781	Directed	4907			1
785	3250	Directed	4908			1
772	3895	Directed	4909			1
772	3921	Directed	4910			1
223	3016	Directed	4911			1
223	3514	Directed	4912			1
223	3833	Directed	4913			1
223	3019	Directed	4914			1
223	3020	Directed	4915			1
223	3021	Directed	4916			1
223	3022	Directed	4917			1
223	3023	Directed	4918			1
