Id	Label	timeset	0	1
1990	ACTG1		gene	gene
1992	ATP2B2		gene	gene
1994	CRYM		gene	gene
1996	DFNA5		gene	gene
1998	DIAPH1		gene	gene
2000	EYA4		gene	gene
2004	MYO1A		gene	gene
2005	MYO6		gene	gene
2008	POU3F4		gene	gene
2009	POU4F3		gene	gene
2010	TECTA		gene	gene
2011	KCNQ4		gene	gene
2012	OTOF		gene	gene
2015	CLDN14		gene	gene
2016	DFNB31		gene	gene
2017	MYO15A		gene	gene
2018	MYO3A		gene	gene
2019	KIAA1199		gene	gene
2021	TMPRSS3		gene	gene
2023	MYH14		gene	gene
2024	GRHL2		gene	gene
2025	ESPN		gene	gene
2026	TMC1		gene	gene
2027	OTOA		gene	gene
2028	STRC		gene	gene
2029	TMIE		gene	gene
2030	SLC26A5		gene	gene
2035	PRX		gene	gene
2039	SNCB		gene	gene
2042	ITM2B		gene	gene
2049	DSPP		gene	gene
2055	AKT2		gene	gene
2057	GCGR		gene	gene
2059	GPD2		gene	gene
2063	IRS1		gene	gene
2065	NEUROD1		gene	gene
2069	SLC2A4		gene	gene
2073	VEGF		gene	gene
2074	IRS2		gene	gene
2075	MAPK8IP1		gene	gene
2076	CAPN10		gene	gene
2080	PTF1A		gene	gene
2081	SUMO4		gene	gene
2099	DMD		gene	gene
2105	FGA		gene	gene
2120	TTR		gene	gene
2122	EDA		gene	gene
2123	NFKBIA		gene	gene
2124	PKP1		gene	gene
2127	GJB6		gene	gene
2128	EDAR		gene	gene
2129	EDARADD		gene	gene
2136	COL5A1		gene	gene
2137	COL5A2		gene	gene
2139	TNXB		gene	gene
2140	ADAMTS2		gene	gene
2141	B4GALT7		gene	gene
2143	EPB41		gene	gene
2149	EMD		gene	gene
2157	MSH3		gene	gene
2169	COL17A1		gene	gene
2171	ITGA6		gene	gene
2172	ITGB4		gene	gene
2173	KRT5		gene	gene
2174	KRT14		gene	gene
2176	LAMB3		gene	gene
2177	LAMC2		gene	gene
2180	KRT9		gene	gene
2182	CACNB4		gene	gene
2184	CHRNB2		gene	gene
2185	CLCN2		gene	gene
2186	CSTB		gene	gene
2187	GABRA1		gene	gene
2190	KCNQ3		gene	gene
2191	ME2		gene	gene
2192	SCN1A		gene	gene
2193	SYN1		gene	gene
2194	EPM2A		gene	gene
2195	JRK		gene	gene
2197	SLC25A22		gene	gene
2198	NHLRC1		gene	gene
2199	COL9A1		gene	gene
2203	SLC26A2		gene	gene
2206	KCNA1		gene	gene
2214	GJB3		gene	gene
2216	GJB4		gene	gene
2217	RNF6		gene	gene
2219	LZTS1		gene	gene
2220	WWOX		gene	gene
2229	FZD4		gene	gene
2235	F10		gene	gene
2236	F11		gene	gene
2237	F12		gene	gene
2238	F13A1		gene	gene
2239	F13B		gene	gene
2241	MCFD2		gene	gene
2244	FANCA		gene	gene
2245	FANCC		gene	gene
2246	FANCD2		gene	gene
2247	FANCE		gene	gene
2248	FANCB		gene	gene
2249	FANCF		gene	gene
2250	FANCG		gene	gene
2251	FANCL		gene	gene
2252	FANCM		gene	gene
2253	BRIP1		gene	gene
2254	SLC2A2		gene	gene
2285	COL8A2		gene	gene
2290	RDH5		gene	gene
2306	IL1B		gene	gene
2307	IL1RN		gene	gene
2309	MUTYH		gene	gene
2328	MYOC		gene	gene
2330	OPTN		gene	gene
2331	DMBT1		gene	gene
2335	LGI1		gene	gene
2380	GC		gene	gene
2386	GHRHR		gene	gene
2418	AK1		gene	gene
2419	BPGM		gene	gene
2420	G6PD		gene	gene
2421	GCLC		gene	gene
2422	GPI		gene	gene
2423	GSS		gene	gene
2424	HK1		gene	gene
2427	TPI1		gene	gene
2434	SERPINA1		gene	gene
2437	CASP8		gene	gene
2439	IGF2R		gene	gene
2441	PDGFRL		gene	gene
2444	AXIN1		gene	gene
2462	GDNF		gene	gene
2463	NRTN		gene	gene
2468	CCR2		gene	gene
2469	CCR5		gene	gene
2471	CCL5		gene	gene
2477	SIX3		gene	gene
2478	TGIF		gene	gene
2479	ZIC2		gene	gene
2483	MTHFR		gene	gene
2492	HD		gene	gene
2495	JPH3		gene	gene
2504	BAAT		gene	gene
2506	TJP2		gene	gene
2507	APOA2		gene	gene
2509	EPHX2		gene	gene
2510	ITIH4		gene	gene
2511	LDLR		gene	gene
2512	C7orf16		gene	gene
2513	LDLRAP1		gene	gene
2514	PCSK9		gene	gene
2517	PDGFRA		gene	gene
2525	APOC2		gene	gene
2541	ALDH4A1		gene	gene
2544	ADD1		gene	gene
2547	CYP3A5		gene	gene
2548	ECE1		gene	gene
2549	GNB3		gene	gene
2550	HSD11B2		gene	gene
2551	KCNMB1		gene	gene
2554	PTGIS		gene	gene
2555	RETN		gene	gene
2560	APOA5		gene	gene
2561	LIPI		gene	gene
2565	APOA1		gene	gene
2566	APOB		gene	gene
2568	CASR		gene	gene
2569	CP		gene	gene
2576	ABCC8		gene	gene
2585	KCNE3		gene	gene
2601	CTLA4		gene	gene
2602	SLC5A5		gene	gene
2604	TSHB		gene	gene
2606	PAX8		gene	gene
2607	DUOX2		gene	gene
2614	ALOX12B		gene	gene
2616	ALOXE3		gene	gene
2619	KRT2A		gene	gene
2622	ABCA12		gene	gene
2623	ICHTHYIN		gene	gene
2625	PHF11		gene	gene
2635	FOXP3		gene	gene
2640	IKBKG		gene	gene
2645	GABRB3		gene	gene
2648	PPP1R3A		gene	gene
2649	PTPN1		gene	gene
2651	COL9A2		gene	gene
2652	COL9A3		gene	gene
2675	KAL1		gene	gene
2685	VSX1		gene	gene
2687	DSG1		gene	gene
2690	SAT		gene	gene
2705	LAMA3		gene	gene
2711	GUCY2D		gene	gene
2715	RPGRIP1		gene	gene
2716	RDH12		gene	gene
2722	COX15		gene	gene
2724	NDUFS3		gene	gene
2727	NDUFS8		gene	gene
2730	SURF1		gene	gene
2731	LRPPRC		gene	gene
2732	NDUFS7		gene	gene
2740	ABL1		gene	gene
2741	ARNT		gene	gene
2743	BCL2		gene	gene
2744	BCR		gene	gene
2746	CEBPA		gene	gene
2747	NQO1		gene	gene
2748	FLT3		gene	gene
2750	HOXD4		gene	gene
2756	NPM1		gene	gene
2757	NUMA1		gene	gene
2758	P2RX7		gene	gene
2759	PML		gene	gene
2761	STAT5B		gene	gene
2762	TAL1		gene	gene
2763	TAL2		gene	gene
2764	TRA@		gene	gene
2765	ZBTB16		gene	gene
2766	NUP214		gene	gene
2767	MLLT10		gene	gene
2768	PICALM		gene	gene
2769	GMPS		gene	gene
2770	ZNFN1A1		gene	gene
2771	MLLT11		gene	gene
2772	ARHGAP26		gene	gene
2773	ARHGEF12		gene	gene
2774	CHIC2		gene	gene
2775	WHSC1L1		gene	gene
2776	ARL11		gene	gene
2792	LMNA		gene	gene
2794	AGPAT2		gene	gene
2795	PPARGC1A		gene	gene
2799	LPP		gene	gene
2805	RELN		gene	gene
2808	TGFBR1		gene	gene
2809	TGFBR2		gene	gene
2812	ANK2		gene	gene
2813	KCNE1		gene	gene
2814	KCNH2		gene	gene
2815	KCNJ2		gene	gene
2816	KCNQ1		gene	gene
2818	KCNE2		gene	gene
2819	DCTN1		gene	gene
2824	MAP3K8		gene	gene
2827	PPP2R1B		gene	gene
2834	BCL8		gene	gene
2835	FCGR2B		gene	gene
2836	SH2D1A		gene	gene
2838	RAP1GDS1		gene	gene
2840	RAD54L		gene	gene
2842	RAD54B		gene	gene
2847	GATA1		gene	gene
2850	FBLN5		gene	gene
2851	CNGB3		gene	gene
2852	HMCN1		gene	gene
2856	GYPC		gene	gene
2857	ICAM1		gene	gene
2858	NOS2A		gene	gene
2867	BCKDHA		gene	gene
2868	BCKDHB		gene	gene
2869	DBT		gene	gene
2870	GCSL		gene	gene
2887	PTCH2		gene	gene
2888	SUFU		gene	gene
2896	CDK4		gene	gene
2899	XRCC3		gene	gene
2904	COCH		gene	gene
2905	MN1		gene	gene
2907	PDGFB		gene	gene
2911	AGTR2		gene	gene
2912	DLG3		gene	gene
2913	ACSL4		gene	gene
2914	FGD1		gene	gene
2915	AFF2		gene	gene
2916	GDI1		gene	gene
2918	OPHN1		gene	gene
2919	PAK3		gene	gene
2920	RPS6KA3		gene	gene
2922	SMS		gene	gene
2923	SOX3		gene	gene
2924	TSPAN7		gene	gene
2925	ZNF41		gene	gene
2926	SMCX		gene	gene
2927	PRSS12		gene	gene
2928	ARHGEF6		gene	gene
2929	IL1RAPL1		gene	gene
2930	FTSJ1		gene	gene
2931	CRBN		gene	gene
2932	NLGN4X		gene	gene
2934	ZNF81		gene	gene
2966	ATP1A2		gene	gene
2967	EDNRA		gene	gene
2968	ESR1		gene	gene
2971	BCS1L		gene	gene
2972	NDUFS1		gene	gene
2973	NDUFS2		gene	gene
2974	NDUFV1		gene	gene
2975	NDUFS4		gene	gene
2976	SDHA		gene	gene
2977	UQCRB		gene	gene
2979	GCK		gene	gene
2980	HNF4A		gene	gene
2981	INS		gene	gene
2983	TCF1		gene	gene
2984	TCF2		gene	gene
2985	TIMM8A		gene	gene
3016	CAPN3		gene	gene
3019	LAMA2		gene	gene
3020	PLEC1		gene	gene
3021	SGCA		gene	gene
3022	SGCB		gene	gene
3023	SGCD		gene	gene
3024	SGCG		gene	gene
3025	TTN		gene	gene
3027	TCAP		gene	gene
3028	LARGE		gene	gene
3031	TRIM32		gene	gene
3032	SEPN1		gene	gene
3033	FKRP		gene	gene
3035	CHAT		gene	gene
3036	CHRNA1		gene	gene
3037	CHRNB1		gene	gene
3038	CHRND		gene	gene
3039	CHRNE		gene	gene
3040	RAPSN		gene	gene
3048	MDS1		gene	gene
3051	CBFB		gene	gene
3052	CSF1R		gene	gene
3054	ACSL6		gene	gene
3057	MPO		gene	gene
3063	F7		gene	gene
3064	GCLM		gene	gene
3065	LGALS2		gene	gene
3066	LTA		gene	gene
3067	OLR1		gene	gene
3069	TNFSF4		gene	gene
3070	GABRG2		gene	gene
3071	EFHC1		gene	gene
3073	PGK1		gene	gene
3074	KCNQ2		gene	gene
3076	ACTA1		gene	gene
3078	CPT2		gene	gene
3079	CRYAB		gene	gene
3080	DES		gene	gene
3081	ITGA7		gene	gene
3082	MYF6		gene	gene
3084	PGAM2		gene	gene
3085	DYSF		gene	gene
3086	MYOT		gene	gene
3087	CLCN1		gene	gene
3113	CFH		gene	gene
3117	SPINK5		gene	gene
3119	NME1		gene	gene
3120	PHOX2B		gene	gene
3129	EGR2		gene	gene
3130	HSPB1		gene	gene
3132	NGFB		gene	gene
3134	SPTLC1		gene	gene
3135	HSPB8		gene	gene
3136	HSN2		gene	gene
3137	ELA2		gene	gene
3139	GFI1		gene	gene
3142	PLOD1		gene	gene
3143	KRT10		gene	gene
3145	CHRNA4		gene	gene
3146	CYP2A6		gene	gene
3147	GPR51		gene	gene
3151	CACNA1F		gene	gene
3152	GNAT1		gene	gene
3155	NYX		gene	gene
3156	NBN		gene	gene
3158	TAZ		gene	gene
3159	CASP10		gene	gene
3160	BRAF		gene	gene
3161	EGFR		gene	gene
3162	IRF1		gene	gene
3163	PTPN11		gene	gene
3164	NDP		gene	gene
3168	ADRB2		gene	gene
3169	ADRB3		gene	gene
3170	AGRP		gene	gene
3171	AKR1C2		gene	gene
3172	LEP		gene	gene
3173	LEPR		gene	gene
3174	MC3R		gene	gene
3175	MC4R		gene	gene
3176	NTRK2		gene	gene
3177	PCSK1		gene	gene
3179	POMC		gene	gene
3180	PPARG		gene	gene
3181	SIM1		gene	gene
3182	UCP1		gene	gene
3183	UCP2		gene	gene
3184	UCP3		gene	gene
3185	NR0B2		gene	gene
3186	CART		gene	gene
3187	SLC6A14		gene	gene
3188	GHRL		gene	gene
3189	BDNF		gene	gene
3191	SLC6A4		gene	gene
3192	ATP7A		gene	gene
3203	PAX9		gene	gene
3204	AXIN2		gene	gene
3210	OPA1		gene	gene
3211	OPA3		gene	gene
3220	ENPP1		gene	gene
3222	FRZB		gene	gene
3224	ASPN		gene	gene
3229	CLCN7		gene	gene
3231	TCIRG1		gene	gene
3232	OSTM1		gene	gene
3234	CALCA		gene	gene
3235	CALCR		gene	gene
3236	COL1A1		gene	gene
3237	COL1A2		gene	gene
3246	CDH1		gene	gene
3248	ERBB2		gene	gene
3249	MSH6		gene	gene
3250	MSH2		gene	gene
3251	PIK3CA		gene	gene
3252	RRAS2		gene	gene
3266	ACVR1B		gene	gene
3268	CDKN2A		gene	gene
3271	RBBP8		gene	gene
3274	ARMET		gene	gene
3278	BRCA1		gene	gene
3281	SDHC		gene	gene
3283	SCN4A		gene	gene
3285	CDC73		gene	gene
3286	MSX2		gene	gene
3287	ALX4		gene	gene
3288	RASA1		gene	gene
3289	DBH		gene	gene
3290	NDUFV2		gene	gene
3291	NR4A2		gene	gene
3292	PARK2		gene	gene
3293	SNCA		gene	gene
3295	UCHL1		gene	gene
3296	SNCAIP		gene	gene
3297	PARK7		gene	gene
3298	PINK1		gene	gene
3299	LRRK2		gene	gene
3306	SLC26A4		gene	gene
3315	CYP1B1		gene	gene
3317	STK11		gene	gene
3318	FGFR1		gene	gene
3324	SDHB		gene	gene
3325	SDHD		gene	gene
3331	PSEN1		gene	gene
3332	KIT		gene	gene
3335	CTNNB1		gene	gene
3338	THRA		gene	gene
3343	CD36		gene	gene
3344	PLA2G7		gene	gene
3345	P2RY12		gene	gene
3356	BMPR1A		gene	gene
3357	SMAD4		gene	gene
3371	EPHX1		gene	gene
3372	STOX1		gene	gene
3377	PRNP		gene	gene
3388	ATBF1		gene	gene
3390	KLF6		gene	gene
3391	EPHB2		gene	gene
3392	MSR1		gene	gene
3393	MXI1		gene	gene
3395	RNASEL		gene	gene
3396	MAD1L1		gene	gene
3397	CHEK2		gene	gene
3398	ELAC2		gene	gene
3402	ARX		gene	gene
3403	COMP		gene	gene
3406	NR3C2		gene	gene
3407	SCNN1A		gene	gene
3408	SCNN1B		gene	gene
3409	SCNN1G		gene	gene
3410	WNK1		gene	gene
3411	WNK4		gene	gene
3426	PC		gene	gene
3427	PDHA1		gene	gene
3428	PDHB		gene	gene
3429	INSR		gene	gene
3440	MET		gene	gene
3441	OGG1		gene	gene
3442	PRCC		gene	gene
3443	TFE3		gene	gene
3445	RNF139		gene	gene
3446	FLCN		gene	gene
3452	PROM1		gene	gene
3453	LRAT		gene	gene
3454	C1QTNF5		gene	gene
3456	CA4		gene	gene
3457	CNGB1		gene	gene
3458	CNGA1		gene	gene
3459	CRX		gene	gene
3460	IMPDH1		gene	gene
3461	NRL		gene	gene
3462	PDE6A		gene	gene
3463	PDE6B		gene	gene
3465	RGR		gene	gene
3466	RHO		gene	gene
3467	RLBP1		gene	gene
3468	ROM1		gene	gene
3469	RP9		gene	gene
3470	RP1		gene	gene
3471	RP2		gene	gene
3472	RPGR		gene	gene
3473	RPE65		gene	gene
3474	TULP1		gene	gene
3476	PRPF3		gene	gene
3477	NR2E3		gene	gene
3478	MERTK		gene	gene
3479	PRPF8		gene	gene
3480	CRB1		gene	gene
3481	AIPL1		gene	gene
3482	FSCN2		gene	gene
3483	PRPF31		gene	gene
3484	CERKL		gene	gene
3485	RB1		gene	gene
3488	MECP2		gene	gene
3489	CDKL5		gene	gene
3491	FOXO1A		gene	gene
3492	SLC22A18		gene	gene
3494	PAX7		gene	gene
3495	RUNX1		gene	gene
3496	IL10		gene	gene
3498	MIF		gene	gene
3499	NFKBIL1		gene	gene
3500	SLC22A4		gene	gene
3501	PADI4		gene	gene
3505	RHAG		gene	gene
3506	RHCE		gene	gene
3507	RHD		gene	gene
3511	FOXC1		gene	gene
3513	PITX2		gene	gene
3514	CAV3		gene	gene
3519	MPZ		gene	gene
3520	PMP22		gene	gene
3521	CREBBP		gene	gene
3522	EP300		gene	gene
3523	FGFR2		gene	gene
3524	TWIST1		gene	gene
3539	APP		gene	gene
3540	COMT		gene	gene
3542	PRODH		gene	gene
3543	SYN2		gene	gene
3544	ENTH		gene	gene
3545	DISC1		gene	gene
3546	RTN4R		gene	gene
3547	TAAR6		gene	gene
3548	NF2		gene	gene
3553	APOE		gene	gene
3554	HTR2A		gene	gene
3555	MYH9		gene	gene
3560	TGM1		gene	gene
3567	TNF		gene	gene
3568	CASP12P1		gene	gene
3571	ADA		gene	gene
3572	CD3D		gene	gene
3574	IL7R		gene	gene
3576	RAG1		gene	gene
3577	RAG2		gene	gene
3578	DCLRE1C		gene	gene
3580	BCL10		gene	gene
3581	EDN3		gene	gene
3599	DSP		gene	gene
3608	SHH		gene	gene
3609	GNAS		gene	gene
3612	HSPD1		gene	gene
3613	KIF5A		gene	gene
3614	PLP1		gene	gene
3615	SPAST		gene	gene
3616	SPG7		gene	gene
3617	SACS		gene	gene
3618	SPG3A		gene	gene
3619	ALS2		gene	gene
3620	NIPA1		gene	gene
3623	ANK1		gene	gene
3624	EPB42		gene	gene
3626	SPTA1		gene	gene
3627	SPTB		gene	gene
3631	AR		gene	gene
3632	GARS		gene	gene
3633	HEXB		gene	gene
3634	IGHMBP2		gene	gene
3635	SMN1		gene	gene
3636	VAPB		gene	gene
3637	BSCL2		gene	gene
3638	CACNA1A		gene	gene
3639	FGF14		gene	gene
3640	PPP2R2B		gene	gene
3641	PRKCG		gene	gene
3642	ATXN1		gene	gene
3643	ATXN2		gene	gene
3644	ATXN7		gene	gene
3645	KLHL1AS		gene	gene
3646	TBP		gene	gene
3647	ATXN10		gene	gene
3648	PLEKHG4		gene	gene
3649	TDP1		gene	gene
3650	SCA25		gene	gene
3653	FLNB		gene	gene
3656	AGC1		gene	gene
3657	MATN3		gene	gene
3658	TRAPPC2		gene	gene
3659	WISP3		gene	gene
3660	CHST3		gene	gene
3662	FAS		gene	gene
3663	ING1		gene	gene
3664	TNFRSF10B		gene	gene
3675	COL11A1		gene	gene
3677	KRAS		gene	gene
3678	ALOX5AP		gene	gene
3679	PDE4D		gene	gene
3681	DCX		gene	gene
3682	PAFAH1B1		gene	gene
3699	FASLG		gene	gene
3700	DNASE1		gene	gene
3701	PDCD1		gene	gene
3702	PTPN22		gene	gene
3704	ABCA1		gene	gene
3706	MAPT		gene	gene
3708	ATM		gene	gene
3709	BAX		gene	gene
3712	JAG1		gene	gene
3713	NKX2-5		gene	gene
3714	ZFPM2		gene	gene
3720	FGFR3		gene	gene
3722	JAK2		gene	gene
3723	THPO		gene	gene
3725	MPL		gene	gene
3727	MASTL		gene	gene
3728	CBS		gene	gene
3729	F5		gene	gene
3730	FGB		gene	gene
3731	FGG		gene	gene
3732	SERPIND1		gene	gene
3733	HRG		gene	gene
3734	PROC		gene	gene
3735	THBD		gene	gene
3736	ADAMTS13		gene	gene
3738	HRAS		gene	gene
3739	PCM1		gene	gene
3743	TSHR		gene	gene
3744	NCOA4		gene	gene
3745	TRIM24		gene	gene
3746	MINPP1		gene	gene
3747	GOLGA5		gene	gene
3748	TRIM33		gene	gene
3749	CACNA1S		gene	gene
3759	COL7A1		gene	gene
3772	MYH8		gene	gene
3780	APC		gene	gene
3781	MLH1		gene	gene
3782	PMS2		gene	gene
3792	KRT1		gene	gene
3793	APRT		gene	gene
3794	SLC34A1		gene	gene
3795	MYO7A		gene	gene
3796	USH2A		gene	gene
3797	USH3A		gene	gene
3798	USH1C		gene	gene
3799	CDH23		gene	gene
3800	PCDH15		gene	gene
3801	MASS1		gene	gene
3802	USH1G		gene	gene
3803	HMGA2		gene	gene
3805	LRP5		gene	gene
3806	PTEN		gene	gene
3810	CASQ2		gene	gene
3811	GNAI2		gene	gene
3812	RYR2		gene	gene
3813	HOXD10		gene	gene
3814	FCGR3A		gene	gene
3815	OAS1		gene	gene
3821	GJB2		gene	gene
3822	LOR		gene	gene
3823	CCND1		gene	gene
3824	VHL		gene	gene
3825	EDNRB		gene	gene
3827	MITF		gene	gene
3828	PAX3		gene	gene
3829	SNAI2		gene	gene
3830	TYR		gene	gene
3831	COL2A1		gene	gene
3833	FCMD		gene	gene
3834	POMT1		gene	gene
3835	RAB3GAP1		gene	gene
3839	NF1		gene	gene
3841	TAP2		gene	gene
3842	FBN1		gene	gene
3843	ADAMTS10		gene	gene
3844	COL11A2		gene	gene
3851	ELN		gene	gene
3852	BRCA2		gene	gene
3853	GPC3		gene	gene
3854	WT1		gene	gene
3855	POU6F2		gene	gene
3857	WAS		gene	gene
3858	MSX1		gene	gene
3860	PRKAG2		gene	gene
3875	SOX10		gene	gene
3887	PVRL1		gene	gene
3892	COL3A1		gene	gene
3893	TG		gene	gene
3894	PTCH		gene	gene
3895	MEN1		gene	gene
3896	MYH7		gene	gene
3897	RYR1		gene	gene
3904	NOS3		gene	gene
3905	SLC6A8		gene	gene
3913	GJA1		gene	gene
3915	ABCA4		gene	gene
3916	CHST6		gene	gene
3917	RDS		gene	gene
3918	ELOVL4		gene	gene
3919	VMD2		gene	gene
3920	NTRK1		gene	gene
3921	RET		gene	gene
3928	IPF1		gene	gene
3930	KCNJ11		gene	gene
3931	PRKAR1A		gene	gene
3939	THRB		gene	gene
3941	TPO		gene	gene
3943	SCN5A		gene	gene
3951	C6		gene	gene
3952	IL2RG		gene	gene
3957	TP53		gene	gene
3958	PAX6		gene	gene
3964	STS		gene	gene
3972	ATP6V1B1		gene	gene
3973	CA2		gene	gene
3974	SLC4A1		gene	gene
3975	SLC4A4		gene	gene
3976	ATP6V0A4		gene	gene
3980	CIITA		gene	gene
3981	PTPRC		gene	gene
3983	AGT		gene	gene
3984	AGTR1		gene	gene
3985	ACE		gene	gene
3986	REN		gene	gene
