id1,id2,id3
171,6,2
171,38,2
172,5,2
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
173,6,2
173,6,3
174,5,9
174,6,9
175,6,3
175,6,2
175,6,3
175,6,2
175,6,3
175,6,2
175,6,3
175,6,2
175,6,3
175,6,2
175,6,3
175,6,2
175,6,3
175,6,2
175,6,3
175,6,2
175,6,3
175,6,2
175,6,3
175,6,2
175,6,3
175,6,2
176,5,2
176,5,3
176,22,2
176,22,3
176,6,2
176,6,3
176,22,2
176,22,3
176,5,2
176,5,3
176,22,2
176,22,3
176,6,2
176,6,3
176,6,2
176,6,3
176,22,2
176,22,3
176,6,2
176,6,3
176,22,2
176,22,3
177,5,3
177,22,3
179,43,2
179,43,2
179,43,2
179,43,2
179,43,2
179,43,2
180,61,2
180,28,2
180,28,2
180,28,2
180,28,2
180,28,2
180,28,2
180,61,2
180,28,2
180,28,2
180,28,2
180,28,2
180,28,2
180,28,2
180,61,2
180,28,2
180,28,2
180,28,2
180,28,2
180,28,2
180,28,2
180,61,2
180,28,2
180,28,2
180,28,2
180,28,2
182,14,7
182,14,2
182,14,22
182,62,7
182,62,2
182,62,22
182,63,7
182,63,2
182,63,22
182,4,7
182,4,2
182,4,22
184,6,2
184,5,2
186,5,2
186,6,2
187,6,2
187,6,11
187,6,2
187,6,11
187,6,2
187,6,11
187,6,2
187,6,11
187,6,2
187,6,11
187,6,2
187,6,11
187,6,2
187,6,11
191,5,2
191,65,2
191,47,2
191,47,2
191,65,2
191,6,2
191,5,2
191,47,2
191,47,2
191,47,2
191,22,2
191,6,2
193,6,3
193,6,3
195,6,2
195,6,2
195,6,2
195,6,2
195,6,2
195,6,2
195,6,2
195,6,2
195,6,2
195,6,2
195,6,2
195,6,2
195,6,2
195,6,2
195,6,2
195,6,2
196,5,9
196,5,9
196,5,9
196,5,9
203,5,2
203,6,2
203,66,2
203,47,2
203,5,2
203,6,2
203,66,2
204,6,2
204,6,2
204,6,2
204,6,2
204,6,2
204,6,2
204,6,2
204,6,2
205,5,7
205,67,7
206,5,3
206,68,3
209,5,3
209,5,2
209,69,3
209,69,2
209,70,3
209,70,2
209,70,3
209,70,2
209,56,3
209,56,2
209,70,3
209,70,2
209,56,3
209,56,2
209,70,3
209,70,2
209,70,3
209,70,2
209,5,3
209,5,2
209,69,3
209,69,2
209,70,3
209,70,2
209,70,3
209,70,2
209,56,3
209,56,2
209,70,3
209,70,2
209,5,3
209,5,2
209,69,3
209,69,2
209,70,3
209,70,2
209,70,3
209,70,2
209,56,3
209,56,2
209,70,3
209,70,2
210,5,2
210,68,2
212,5,9
212,68,9
213,6,2
213,6,11
213,6,2
213,6,11
213,6,2
213,6,11
213,6,2
213,6,11
213,6,2
213,6,11
213,6,2
213,6,11
213,6,2
213,6,11
214,6,7
214,5,7
214,5,7
214,5,7
214,5,7
214,5,7
214,5,7
214,5,7
214,5,7
214,5,7
217,5,1
217,5,2
217,71,1
217,71,2
218,4,2
218,4,7
218,4,10
218,4,3
218,19,2
218,19,7
218,19,10
218,19,3
218,19,2
218,19,7
218,19,10
218,19,3
218,59,2
218,59,7
218,59,10
218,59,3
218,18,2
218,18,7
218,18,10
218,18,3
218,3,2
218,3,7
218,3,10
218,3,3
218,3,2
218,3,7
218,3,10
218,3,3
218,59,2
218,59,7
218,59,10
218,59,3
218,4,2
218,4,7
218,4,10
218,4,3
218,19,2
218,19,7
218,19,10
218,19,3
218,19,2
218,19,7
218,19,10
218,19,3
218,3,2
218,3,7
218,3,10
218,3,3
218,3,2
218,3,7
218,3,10
218,3,3
218,4,2
218,4,7
218,4,10
218,4,3
218,59,2
218,59,7
218,59,10
218,59,3
218,18,2
218,18,7
218,18,10
218,18,3
218,19,2
218,19,7
218,19,10
218,19,3
218,19,2
218,19,7
218,19,10
218,19,3
218,59,2
218,59,7
218,59,10
218,59,3
218,4,2
218,4,7
218,4,10
218,4,3
218,19,2
218,19,7
218,19,10
218,19,3
218,19,2
218,19,7
218,19,10
218,19,3
218,59,2
218,59,7
218,59,10
218,59,3
218,18,2
218,18,7
218,18,10
218,18,3
218,3,2
218,3,7
218,3,10
218,3,3
218,3,2
218,3,7
218,3,10
218,3,3
218,59,2
218,59,7
218,59,10
218,59,3
218,4,2
218,4,7
218,4,10
218,4,3
218,19,2
218,19,7
218,19,10
218,19,3
218,59,2
218,59,7
218,59,10
218,59,3
218,18,2
218,18,7
218,18,10
218,18,3
218,3,2
218,3,7
218,3,10
218,3,3
218,3,2
218,3,7
218,3,10
218,3,3
218,59,2
218,59,7
218,59,10
218,59,3
218,4,2
218,4,7
218,4,10
218,4,3
218,19,2
218,19,7
218,19,10
218,19,3
218,19,2
218,19,7
218,19,10
218,19,3
218,59,2
218,59,7
218,59,10
218,59,3
218,18,2
218,18,7
218,18,10
218,18,3
218,3,2
218,3,7
218,3,10
218,3,3
218,3,2
218,3,7
218,3,10
218,3,3
218,59,2
218,59,7
218,59,10
218,59,3
218,59,2
218,59,7
218,59,10
218,59,3
218,18,2
218,18,7
218,18,10
218,18,3
218,4,2
218,4,7
218,4,10
218,4,3
218,19,2
218,19,7
218,19,10
218,19,3
218,19,2
218,19,7
218,19,10
218,19,3
218,59,2
218,59,7
218,59,10
218,59,3
218,59,2
218,59,7
218,59,10
218,59,3
218,18,2
218,18,7
218,18,10
218,18,3
218,4,2
218,4,7
218,4,10
218,4,3
218,19,2
218,19,7
218,19,10
218,19,3
218,19,2
218,19,7
218,19,10
218,19,3
218,59,2
218,59,7
218,59,10
218,59,3
218,59,2
218,59,7
218,59,10
218,59,3
218,18,2
218,18,7
218,18,10
218,18,3
218,4,2
218,4,7
218,4,10
218,4,3
218,19,2
218,19,7
218,19,10
218,19,3
218,19,2
218,19,7
218,19,10
218,19,3
218,59,2
218,59,7
218,59,10
218,59,3
218,4,2
218,4,7
218,4,10
218,4,3
218,19,2
218,19,7
218,19,10
218,19,3
218,19,2
218,19,7
218,19,10
218,19,3
218,59,2
218,59,7
218,59,10
218,59,3
218,18,2
218,18,7
218,18,10
218,18,3
218,3,2
218,3,7
218,3,10
218,3,3
218,3,2
218,3,7
218,3,10
218,3,3
218,59,2
218,59,7
218,59,10
218,59,3
218,4,2
218,4,7
218,4,10
218,4,3
218,19,2
218,19,7
218,19,10
218,19,3
218,19,2
218,19,7
218,19,10
218,19,3
218,59,2
218,59,7
218,59,10
218,59,3
218,18,2
218,18,7
218,18,10
218,18,3
218,3,2
218,3,7
218,3,10
218,3,3
218,3,2
218,3,7
218,3,10
218,3,3
218,59,2
218,59,7
218,59,10
218,59,3
219,5,9
219,72,9
222,4,2
222,4,2
222,4,2
222,4,2
222,11,2
222,4,2
222,4,2
222,10,2
222,11,2
222,4,2
222,4,2
222,11,2
222,11,2
222,4,2
222,11,2
222,4,2
222,4,2
222,4,2
222,11,2
222,4,2
222,11,2
222,11,2
222,4,2
222,11,2
222,4,2
222,11,2
222,4,2
222,4,2
222,11,2
222,4,2
222,11,2
222,11,2
222,11,2
222,4,2
222,11,2
222,11,2
222,10,2
222,11,2
222,11,2
222,11,2
222,11,2
222,4,2
222,11,2
222,4,2
222,11,2
222,4,2
222,11,2
222,4,2
222,11,2
222,4,2
222,11,2
222,11,2
222,11,2
222,4,2
222,11,2
222,12,2
222,12,2
222,11,2
222,4,2
222,11,2
222,4,2
222,4,2
222,75,2
222,4,2
222,4,2
222,4,2
222,74,2
222,74,2
222,74,2
222,74,2
222,74,2
222,74,2
222,74,2
222,74,2
222,74,2
222,74,2
222,74,2
222,11,2
222,4,2
222,11,2
222,4,2
222,4,2
222,75,2
222,4,2
222,4,2
222,4,2
222,11,2
222,4,2
222,11,2
222,4,2
222,4,2
222,11,2
222,11,2
222,4,2
222,11,2
222,4,2
222,4,2
222,11,2
222,4,2
222,11,2
222,11,2
222,4,2
222,11,2
222,4,2
222,11,2
222,4,2
222,4,2
222,11,2
222,11,2
222,4,2
222,11,2
222,11,2
222,11,2
222,4,2
222,11,2
222,11,2
222,11,2
222,4,2
222,11,2
222,11,2
222,11,2
222,11,2
222,4,2
222,11,2
222,4,2
222,11,2
222,4,2
222,4,2
222,11,2
222,4,2
222,11,2
222,11,2
222,11,2
222,11,2
222,4,2
222,11,2
222,12,2
222,12,2
222,76,2
222,11,2
222,4,2
222,74,2
222,74,2
222,4,2
222,74,2
222,74,2
222,74,2
222,74,2
222,74,2
222,74,2
222,11,2
222,4,2
222,11,2
222,4,2
222,4,2
222,4,2
222,11,2
222,4,2
222,4,2
222,11,2
222,4,2
222,4,2
222,11,2
222,11,2
222,10,2
222,11,2
222,4,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,10,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,76,2
222,4,2
222,11,2
222,11,2
222,4,2
222,4,2
222,4,2
222,4,2
222,10,2
222,11,2
222,11,2
222,11,2
222,4,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,11,2
222,76,2
222,11,2
222,10,2
222,11,2
222,4,2
223,6,3
223,6,2
223,77,3
223,77,2
223,77,3
223,77,2
223,77,3
223,77,2
223,77,3
223,77,2
224,6,15
224,6,2
224,6,15
224,6,2
224,6,15
224,6,2
224,6,15
224,6,2
224,6,15
224,6,2
224,6,15
224,6,2
224,6,15
224,6,2
226,5,2
226,78,2
226,78,2
226,78,2
226,78,2
226,78,2
226,6,2
228,4,2
231,46,2
231,46,1
231,46,2
231,46,1
231,46,2
231,46,1
231,46,2
231,46,1
231,46,2
231,46,1
231,46,2
231,46,1
231,46,2
231,46,1
231,46,2
231,46,1
231,46,2
231,46,1
231,46,2
231,46,1
231,46,2
231,46,1
231,46,2
231,46,1
231,46,2
231,46,1
231,46,2
231,46,1
231,46,2
231,46,1
231,46,2
231,46,1
232,79,2
232,79,1
232,6,2
232,6,1
233,4,2
233,4,7
233,4,1
237,79,1
237,12,1
240,12,1
240,12,2
240,12,1
240,12,2
240,12,1
240,12,2
240,12,1
240,12,2
240,12,1
240,12,2
240,12,1
240,12,2
241,12,10
241,12,2
241,12,1
241,12,10
241,12,2
241,12,1
241,12,10
241,12,2
241,12,1
241,12,10
241,12,2
241,12,1
242,12,2
242,12,2
242,12,2
242,12,2
243,12,2
243,12,2
243,12,2
243,12,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
246,6,2
