,embedding,node_id
15,"[ 0.          2.21520066  2.97818351  4.47730589  0.          3.40714073
  0.33364037  0.          0.35033426  0.          0.          4.11402988
  0.          0.          6.10925198  0.11334389  2.14572835  0.          0.
  2.13567543  0.23194425  2.1337328   0.          0.          4.23978901
  0.66516179  3.4065969   0.          2.62397552  4.54028845  1.91912127
  0.59368014]",935
16,"[ 0.          1.40589249  2.15420151  2.90256476  0.31077495  1.42530465
  0.10925692  0.          0.          0.          0.          2.11932397
  0.          0.          3.68185377  0.10963704  1.40128231  0.          0.
  1.39560854  0.19121735  1.36997294  0.          0.          2.23917985
  0.75384873  2.12520242  0.14599815  2.06551027  2.28301072  1.46944964
  0.42346364]",36
17,"[ 0.          1.23556912  2.27770209  2.47125506  0.32436562  1.04478705
  0.          0.          0.          0.          0.          1.57547843
  0.          0.          3.22843313  0.          1.28130651  0.          0.
  1.45430648  0.          0.91977131  0.          0.          2.13113785
  0.87971103  1.90353405  0.1739998   2.07017064  2.19754434  1.05123734
  0.38954201]",37
18,"[ 0.          1.53295124  2.62829733  3.2948575   0.29909378  1.69783342
  0.          0.          0.          0.          0.          2.28692055
  0.          0.          3.82160044  0.03333028  1.87011552  0.          0.
  2.14205074  0.0896685   1.42905521  0.          0.          2.54236722
  0.63929635  2.33884239  0.4066188   2.32562613  2.85626912  1.5755043
  0.38175139]",38
19,"[ 0.          1.79604959  2.21357942  3.31953955  0.52538389  1.35205424
  0.          0.          0.13728379  0.          0.          2.41248679
  0.          0.0099105   3.82804132  0.          1.72035873  0.          0.
  1.88886964  0.          1.45315683  0.          0.          2.48224378
  0.75069273  1.95549703  0.          2.41416717  2.76059675  1.25303519
  0.3137866 ]",39
20,"[ 0.          1.79056489  2.89351153  3.18288183  0.34944722  1.78284073
  0.          0.          0.11075766  0.          0.          2.66992807
  0.          0.          4.41282988  0.          1.78305829  0.          0.
  1.66034782  0.          1.58576334  0.          0.          2.64008927
  0.44035158  1.99605048  0.0413296   2.50029016  2.8103416   1.32932234
  0.68555468]",434
21,"[ 0.          2.10576916  2.9936955   3.93842697  0.3294875   2.34472704
  0.          0.          0.25599232  0.          0.          3.20559621
  0.          0.          5.27185583  0.35603738  1.68233979  0.          0.
  1.84760392  0.          2.14327192  0.          0.          3.58341384
  0.81410682  2.75827169  0.          2.91639829  3.4491272   1.77098823
  0.2039898 ]",158
22,"[ 0.06673153  1.1062994   3.25728059  3.68663669  0.          1.85801935
  0.60380322  0.          0.12384425  0.          0.          3.22024488
  0.          0.          4.35096645  0.01738264  1.38864994  0.          0.
  1.56543005  0.665501    1.74517548  0.          0.          2.84488606
  0.82075667  1.9850738   0.          1.73256135  2.92995191  1.4377315
  0.56893259]",41
23,"[ 0.19843179  0.92674398  2.82206464  2.98765731  0.          1.92371178
  0.56064874  0.          0.30707482  0.          0.          2.74105501
  0.          0.          4.10586119  0.13635597  0.68729037  0.          0.
  0.9078539   0.4800961   1.77184939  0.          0.          2.70459342
  0.69681269  1.86484396  0.          1.5357734   2.72622919  1.29413283
  0.54703969]",962
24,"[ 0.          1.03512132  3.42912006  3.65568423  0.          2.13305569
  0.35217038  0.          0.43982461  0.23867993  0.          3.06193924
  0.          0.          4.46207857  0.16129422  1.41787684  0.          0.
  1.18220282  0.66232991  1.87190247  0.          0.          2.8815906
  0.92923772  2.05746961  0.          1.86738503  3.11645317  1.44629335
  0.2925038 ]",429
25,"[ 0.          0.88606435  3.1086185   3.47799444  0.          2.1513114
  0.36401609  0.          0.54296434  0.          0.          2.83626127
  0.          0.          4.19860077  0.          1.05152047  0.          0.
  1.10265458  0.67206568  1.70151675  0.          0.          2.59009027
  0.85894978  1.94327438  0.          1.60429955  2.4028945   1.24892533
  0.08923191]",109
26,"[ 0.          2.24603844  3.37116694  3.78247356  0.          2.09771824
  0.          0.          0.          0.12952518  0.          4.39385414
  0.          0.          5.24785423  0.35942176  2.09240174  0.          0.
  1.921471    0.          2.42903614  0.          0.03320651  3.78321409
  0.47900689  2.67503881  0.          2.76818514  4.10848379  3.04065418
  1.29207814]",42
27,"[ 0.          2.45408273  2.84732819  3.49696374  0.          1.76286542
  0.          0.          0.          0.23181705  0.          3.74279547
  0.          0.          5.09198761  0.21040788  2.15654659  0.          0.
  1.84661222  0.          2.42610192  0.          0.          3.40417743
  0.80543941  2.93765473  0.          2.82112432  4.34431553  2.60170364
  1.46057975]",43
28,"[ 0.          2.54878259  3.12349033  3.68773007  0.1058637   1.85192645
  0.          0.          0.          0.16830401  0.          3.89712334
  0.          0.          5.41366291  0.14056367  2.20762205  0.          0.
  2.12939405  0.          2.77714014  0.          0.          3.83466339
  0.83154374  3.00302958  0.          2.8080318   4.59135294  2.85254788
  1.55993223]",44
29,"[ 0.          2.62917233  3.33150554  3.72291899  0.03487231  1.78391242
  0.          0.          0.          0.43724847  0.          4.11008215
  0.          0.          5.44910336  0.18229836  2.26395178  0.          0.
  1.93877888  0.          2.94953918  0.          0.14582977  3.93868184
  0.86686069  2.93875432  0.09926072  2.74057198  4.35339928  2.98680329
  1.35671222]",45
30,"[ 0.          2.41779208  3.07563877  3.48984337  0.          1.83460116
  0.          0.          0.          0.08901913  0.          3.81642675
  0.          0.          5.09779692  0.27476105  2.13376427  0.          0.
  1.76294386  0.          2.55077553  0.          0.1220098   3.32118106
  0.78784096  2.92565846  0.          2.60684538  4.36650133  2.60752034
  1.40865636]",46
31,"[ 0.          2.21373391  3.23994207  3.6973393   0.          1.78320765
  0.          0.          0.          0.05627074  0.          3.97358394
  0.          0.10572907  5.07144642  0.07253623  2.38229203  0.          0.
  2.08927035  0.          2.68880773  0.          0.          3.4689312
  0.56249571  2.70470357  0.          2.85255337  4.33875656  2.59027338
  1.56777513]",324
32,"[ 0.          2.51791525  3.58904886  4.49800396  0.          2.52640843
  0.          0.          0.          0.          0.          5.09625816
  0.          0.          6.12160921  0.24772963  2.38538599  0.          0.
  2.15118909  0.          2.38956046  0.          0.          4.09693527
  0.          3.17104316  0.03892786  2.69264102  4.60433865  2.88409591
  1.93142331]",607
33,"[ 0.          2.18384147  3.0858717   3.36387706  0.02906027  1.73517072
  0.          0.          0.          0.31907588  0.          3.57897758
  0.          0.          5.08266211  0.14450192  2.06899667  0.          0.
  1.93994069  0.          2.56254578  0.          0.          3.6819315
  0.78722531  2.89176154  0.          2.51781487  4.01921463  2.48457146
  1.2973032 ]",965
34,"[ 0.          2.34717011  2.94847775  3.39250755  0.          1.58218551
  0.          0.          0.          0.22423565  0.          3.56255436
  0.          0.          4.74298811  0.03638189  2.07115173  0.          0.
  1.71674407  0.          2.22102022  0.          0.04674505  2.99622822
  0.81154907  2.64222383  0.          2.41136956  3.95741487  2.3421731
  1.35306323]",966
35,"[ 0.          2.26898146  2.77152038  3.23668456  0.10788357  1.70176005
  0.          0.          0.          0.12798934  0.          3.53146958
  0.          0.          4.76533031  0.0102507   2.13037872  0.          0.
  1.88271606  0.          2.36233974  0.          0.02905467  3.15872979
  0.84584403  2.91666579  0.          2.46472764  4.18812656  2.42933106
  1.59713233]",958
36,"[ 0.          2.44946575  3.11979318  3.55761218  0.          1.92244327
  0.          0.          0.          0.3110415   0.          4.01978874
  0.          0.          5.29468727  0.25986511  2.1914506   0.          0.
  1.91613615  0.          2.53843379  0.          0.06484405  3.59815836
  0.81978893  2.79926062  0.          2.90379715  4.19372511  2.67726564
  1.13452518]",959
37,"[  0.00000000e+00   2.24974012e+00   2.85116935e+00   3.20032954e+00
   2.70057376e-02   1.62136149e+00   0.00000000e+00   0.00000000e+00
   0.00000000e+00   3.32206547e-01   0.00000000e+00   3.71275520e+00
   0.00000000e+00   9.29666683e-04   4.63891888e+00   3.08319181e-01
   1.61288679e+00   0.00000000e+00   0.00000000e+00   1.71380615e+00
   0.00000000e+00   2.39666271e+00   0.00000000e+00   7.84717053e-02
   3.38368058e+00   9.34015632e-01   2.70699143e+00   0.00000000e+00
   2.40929532e+00   3.62293625e+00   2.30157065e+00   8.71393919e-01]",1091
38,"[ 0.          2.19552422  2.65685487  3.00322175  0.          1.26927054
  0.          0.          0.          0.41489398  0.          2.96193051
  0.          0.          4.25823832  0.01315051  2.19621944  0.          0.
  1.67645156  0.          1.78069365  0.          0.24483851  2.45721436
  1.03554249  2.73868728  0.44253084  2.4438982   4.02903605  2.02179074
  1.6164341 ]",1092
39,"[ 0.          2.43417192  2.82301879  3.53315473  0.09234784  1.72918415
  0.          0.          0.          0.21762414  0.          3.82933927
  0.          0.          4.82896566  0.          2.17707086  0.          0.
  2.07782769  0.0469667   2.53008175  0.          0.          3.53339839
  0.87828839  2.78878236  0.          2.53454375  4.31643581  2.70273328
  1.42575097]",851
40,"[ 0.          2.53747344  2.92435455  3.54450083  0.01578989  1.85608506
  0.          0.          0.          0.29341149  0.          3.90205216
  0.          0.          4.86918259  0.24828112  2.02539968  0.          0.
  2.00861979  0.          2.73492408  0.          0.25848722  3.59593201
  0.88169897  3.08788228  0.19307567  2.38378596  4.38311052  2.96626973
  1.44509125]",215
41,"[ 0.          2.74649453  3.73933434  3.98322368  0.50577486  2.04514623
  0.          0.          0.38690934  0.22266261  0.          3.98268819
  0.          0.          5.96053553  0.27584597  2.35323262  0.          0.
  1.83744478  0.202097    3.69240093  0.          0.          4.23378706
  1.25252724  2.97697926  0.          3.28467751  4.29519081  2.92887855
  0.88964349]",123
42,"[  0.00000000e+00   2.84209871e+00   2.67175674e+00   3.44685221e+00
   4.39838648e-01   2.64743876e+00   0.00000000e+00   0.00000000e+00
   0.00000000e+00   5.31554520e-01   0.00000000e+00   4.49075222e+00
   0.00000000e+00   0.00000000e+00   5.20691347e+00   0.00000000e+00
   1.58330858e+00   0.00000000e+00   0.00000000e+00   1.84693146e+00
   2.69453734e-01   1.83323896e+00   0.00000000e+00   0.00000000e+00
   4.57480621e+00   1.10710669e+00   2.65095377e+00   5.06746769e-03
   2.62697601e+00   4.68413305e+00   3.18671203e+00   1.64767873e+00]",822
43,"[ 0.          2.65527916  3.16245294  3.84499502  0.          1.75715542
  0.          0.          0.          0.19658166  0.          3.78179145
  0.          0.          5.44548464  0.17845723  2.38504863  0.          0.
  1.91552866  0.          2.85094476  0.          0.12121986  3.52451992
  0.97795689  3.00841522  0.          2.86035991  4.27426004  2.54435086
  1.33566058]",1181
44,"[ 0.          2.56282234  3.06627893  3.6342566   0.00993784  1.79951084
  0.          0.          0.          0.21146585  0.          3.54101539
  0.          0.          5.24314594  0.06373793  2.01204777  0.          0.
  1.92557442  0.          2.53741026  0.          0.20694327  3.59015584
  1.02995586  3.22097278  0.          2.26319051  4.41998386  2.50496769
  1.42092359]",1208
45,"[ 0.          1.51757932  3.62915778  3.78485131  0.          2.82856941
  0.39710072  0.          0.01501712  0.          0.          3.67362809
  0.          0.71381199  5.15730524  0.0225245   2.55901265  0.          0.
  2.19266605  0.4704189   2.4799931   0.          0.1251848   3.42360091
  0.          0.84610903  0.          2.84387994  3.85072327  2.69828534
  0.26259279]",47
46,"[ 0.          1.63061321  4.4569664   4.17291832  0.          2.05631089
  0.29522535  0.          0.59017944  0.          0.          3.54384685
  0.          0.57945013  5.90988207  0.          3.03556252  0.          0.
  3.12300158  0.73477423  4.07127666  0.          0.3138558   3.65299702
  0.          1.13495481  0.          4.1580739   3.70615196  2.16997886
  1.20459545]",114
47,"[ 0.09256048  2.33513427  2.20317721  2.93126416  0.15471873  2.81255341
  0.5729816   0.          0.          0.          0.          3.60039353
  0.          0.20698459  3.82785511  0.          1.7750386   0.          0.
  1.6153568   0.90581346  2.90743732  0.          0.          2.89287114
  0.22934687  0.59287989  0.          2.39665508  3.58916593  1.81235206
  1.09516883]",181
48,"[ 0.          1.5820353   3.83280802  4.10029697  0.17368925  2.65579128
  0.          0.17281425  0.7479136   0.          0.          3.32089829
  0.          0.1151907   6.14925194  0.53054202  1.67570961  0.          0.
  1.53896284  0.12778671  2.26481771  0.          0.          3.44668102
  0.44342056  2.30465126  0.          3.15884042  3.02979112  2.30488753
  0.00872335]",235
49,"[ 0.          1.40789151  3.12283993  3.64569306  0.          2.53874683
  0.60538298  0.43028393  0.77590358  0.          0.          3.67653251
  0.          0.38214669  5.78445435  0.30669138  2.55231285  0.          0.
  1.43383551  0.          1.60540307  0.          0.          3.17834091
  0.          1.57384324  0.          3.23830843  3.25050974  1.92330921
  0.98454404]",236
50,"[ 0.          1.4261651   3.20298839  3.17832994  0.          2.24443054
  0.23981215  0.          0.          0.          0.          2.86380434
  0.          0.68479079  4.36107302  0.          1.85704923  0.          0.
  1.73208117  0.41736844  2.31277752  0.          0.10453072  2.88692427
  0.14861444  1.0903374   0.          2.51497459  3.19275022  2.06847191
  0.41575134]",380
51,"[ 0.          1.04363775  2.84820342  2.70993567  0.          1.88353157
  0.32983816  0.          0.          0.          0.          2.51850796
  0.          0.29932556  4.06981039  0.44106364  1.51670635  0.          0.
  1.26746249  0.25151891  1.91332865  0.          0.05396681  2.54644799
  0.          0.82961655  0.          2.20518732  2.88353848  2.23720622
  0.51725268]",535
52,"[ 0.          1.47456098  2.35977721  2.86127472  0.          2.20692635
  0.41100875  0.          0.11668073  0.          0.          2.67554307
  0.          0.7730248   4.13169956  0.          2.10413408  0.          0.
  1.67702413  0.31238073  1.8969878   0.          0.          2.65780807
  0.          0.82453799  0.          2.22822547  2.96992588  1.72533154
  0.25925848]",536
53,"[ 0.          1.4637171   2.55046773  2.81279826  0.          2.12878561
  0.23134579  0.          0.03103238  0.          0.          2.58432698
  0.          0.54846549  4.22072029  0.19782531  2.24265122  0.          0.
  1.65796709  0.01758786  1.86844265  0.          0.04732782  2.51283264
  0.          1.05207884  0.          2.22833538  3.32053924  1.57204103
  0.59800273]",691
54,"[ 0.          1.6794728   2.99209118  3.12919617  0.          2.05835891
  0.17897572  0.          0.24843739  0.          0.          2.96030378
  0.          0.18013917  4.74866533  0.13492975  2.40204716  0.          0.
  1.90393436  0.46959409  2.36384392  0.          0.03192671  2.89828587
  0.14944693  1.08746946  0.          2.77460814  3.38758087  2.05208611
  0.49990374]",692
55,"[ 0.          1.39358294  2.61022043  2.80390906  0.          1.65162623
  0.36367121  0.          0.07529524  0.          0.          2.34340501
  0.          0.56252992  4.25815582  0.17963445  1.9674207   0.          0.
  1.19488394  0.          2.06017327  0.          0.24027766  2.54785514
  0.15766415  1.01499319  0.          2.1737411   2.75171804  1.71151268
  0.48494822]",693
56,"[ 0.          1.46397173  2.42331958  2.6111176   0.          2.40629125
  0.35436684  0.          0.          0.          0.          2.70359874
  0.          0.09856065  4.01422405  0.04524973  1.68056285  0.          0.
  1.42856193  0.33455038  1.73339581  0.          0.02336027  2.53708768
  0.12984446  1.10983789  0.          1.71464062  3.13883686  1.72907662
  0.44046786]",694
57,"[ 0.          1.49585998  2.38673735  2.49006748  0.          1.6622498
  0.31809032  0.          0.          0.          0.          2.50834274
  0.          0.40550306  4.06715584  0.          1.7862879   0.          0.
  1.28763497  0.30512834  1.89813387  0.          0.14870858  2.26928115
  0.04921312  0.98082799  0.          2.04003429  2.68415523  1.84256685
  0.6853925 ]",695
58,"[  2.15297192e-03   9.00550485e-01   3.53078461e+00   3.55997181e+00
   0.00000000e+00   1.52368307e+00   6.36750042e-01   0.00000000e+00
   1.11380458e+00   0.00000000e+00   0.00000000e+00   2.77420473e+00
   2.27744523e-02   5.70901453e-01   4.73935652e+00   0.00000000e+00
   2.32331729e+00   0.00000000e+00   0.00000000e+00   2.32299256e+00
   6.29193246e-01   2.63362122e+00   0.00000000e+00   0.00000000e+00
   3.11101222e+00   0.00000000e+00   4.23533976e-01   0.00000000e+00
   3.04580688e+00   2.58757663e+00   2.01069283e+00   4.54540640e-01]",474
59,"[ 0.26949266  0.62738532  3.95892572  3.96595192  0.          2.50446272
  0.68388569  0.          0.97691083  0.          0.          3.18183136
  0.          0.          4.79473591  0.          2.48819566  0.          0.
  2.30525017  0.63325989  2.25615716  0.          0.          3.02521634
  0.          1.52021825  0.          2.80674648  3.162637    2.47078919
  0.04332301]",137
60,"[ 0.22800231  0.79629314  3.56077027  3.59141421  0.          2.52116895
  0.68872213  0.          0.73771846  0.          0.          3.36057949
  0.          0.2342322   4.26556635  0.          2.4028821   0.          0.
  2.29602265  0.380496    1.89163184  0.          0.31488481  2.65949655
  0.          0.84380078  0.          2.10640907  3.22919631  2.29235959
  0.        ]",314
61,"[ 0.2366381   0.73164201  3.52243876  3.50852728  0.          2.01407623
  0.75184321  0.          0.62487018  0.          0.          2.70988083
  0.          0.          3.89978623  0.          2.27206206  0.          0.
  2.15558505  0.53413057  1.93510628  0.          0.2504006   2.34955597
  0.          1.26242018  0.17156488  2.7241559   2.71236086  1.78273177
  0.17144695]",59
62,"[ 0.17261186  0.69092238  3.6488893   3.66569424  0.          2.26353765
  0.84486771  0.          0.8210938   0.          0.          3.0921371   0.
  0.11828325  4.3507719   0.          2.37699866  0.          0.
  2.54997706  0.35109559  2.04237723  0.          0.30189577  2.83419085
  0.          0.72730941  0.01221463  2.36334658  2.9446764   2.15147448
  0.12464634]",701
63,"[ 0.          0.88427299  2.44756413  2.89963102  0.56021023  1.27682829
  0.          0.16748174  0.          0.          0.          2.59631205
  0.          1.37408876  3.65279031  0.          1.31383526  0.          0.
  1.34279883  0.15090388  2.27253985  0.          0.          2.95369077
  1.24890399  1.67541552  0.          2.7177062   2.80979252  1.6917243
  1.73143303]",742
64,"[ 0.          1.01500535  2.8903451   2.71864057  0.          2.0457027
  0.3747592   0.          0.09348255  0.          0.          2.84489584
  0.          0.6716491   3.76452208  0.14897648  1.80853307  0.          0.
  1.53836572  0.23401205  2.05551171  0.          0.33327976  2.5014689   0.
  0.69902527  0.          2.16436815  2.96082568  2.27684975  0.35886952]",826
65,"[ 0.          1.35509837  3.26754141  3.12463975  0.          1.87636936
  0.36308885  0.          0.03153333  0.          0.          2.8112061   0.
  0.63633001  4.45762444  0.01727904  1.99430501  0.          0.
  1.61197269  0.32345468  2.36653781  0.          0.44938102  2.5397296   0.
  0.95759064  0.          2.25566578  2.73039865  1.9946909   0.22122031]",833
66,"[ 0.          1.58947659  3.07482719  2.76031089  0.          1.71300995
  0.06963794  0.          0.22443953  0.          0.          2.8294816   0.
  0.32842675  4.85950613  0.0975782   1.8682636   0.          0.
  1.34288061  0.17797214  2.45314312  0.          0.34933975  2.84192348
  0.1731301   1.4423368   0.          2.39310241  3.0266099   2.10389376
  0.63645726]",834
67,"[ 0.          1.43550599  3.83082962  3.19679689  0.          2.08692193
  0.18650216  0.          0.28440836  0.          0.          3.39686489
  0.          0.4347108   4.69124508  0.          2.2489996   0.          0.
  1.80209243  0.43557486  2.98268795  0.          0.62118721  2.74065781
  0.          1.5245322   0.19955455  2.49474549  3.30507255  2.45887423
  0.67310405]",795
68,"[ 0.          1.25112092  3.04245281  2.70166492  0.          1.60772681
  0.30073467  0.          0.          0.          0.          2.50260925
  0.          0.35133013  4.5345006   0.16216999  1.85161483  0.          0.
  1.49418223  0.28951377  2.29314566  0.          0.27593425  2.80371332
  0.          1.01126039  0.          2.54077744  3.06118298  2.24151516
  0.72846138]",835
69,"[ 0.          1.11816084  2.51861787  2.54806376  0.          1.86441815
  0.23040242  0.          0.01328035  0.          0.          2.24984884
  0.          0.30725601  3.71292996  0.08676963  1.71719599  0.          0.
  1.51659846  0.25688261  1.87504065  0.          0.26952478  2.38105249
  0.          0.77619529  0.          1.96629977  2.68136048  1.97566044
  0.30853465]",947
70,"[ 0.          1.30786824  2.64763093  2.98026347  0.          2.16280866
  0.46461499  0.          0.09962112  0.          0.          2.93542528
  0.          0.71161741  4.38398504  0.21366218  1.97747624  0.          0.
  1.42137003  0.212513    1.90718484  0.          0.          2.79529762
  0.          0.77118862  0.          2.40543532  3.0154748   2.01757383
  0.4678508 ]",948
71,"[ 0.          1.35385466  3.07760692  3.08917189  0.          2.26291919
  0.26243624  0.          0.          0.          0.          2.97652459
  0.          0.63082558  4.40868092  0.07694506  1.7777679   0.          0.
  1.79270267  0.26419818  2.0806756   0.          0.08437377  3.04884505
  0.07435334  0.94865131  0.          2.54797792  3.0239234   2.29003549
  0.27364194]",550
72,"[  0.00000000e+00   1.49772167e+00   3.44930124e+00   3.97124004e+00
   0.00000000e+00   2.07383299e+00   4.97564465e-01   0.00000000e+00
   6.41508341e-01   0.00000000e+00   0.00000000e+00   3.45269394e+00
   0.00000000e+00   3.80611885e-03   5.00698996e+00   2.59274133e-02
   1.31967986e+00   0.00000000e+00   0.00000000e+00   1.36701167e+00
   7.18084991e-01   2.26751041e+00   0.00000000e+00   0.00000000e+00
   3.42732739e+00   9.26892757e-01   2.00550127e+00   0.00000000e+00
   2.22415352e+00   3.05688548e+00   1.54618561e+00   1.88256353e-01]",48
73,"[ 0.          1.73197949  3.18609929  3.63730979  0.          2.17608237
  0.40763301  0.          0.378712    0.          0.          3.27488732
  0.          0.          4.8144722   0.          1.38715267  0.          0.
  1.2479763   0.69225377  2.22757316  0.          0.          3.0637095
  0.88891947  2.12075996  0.          1.96883583  3.23328352  1.43535244
  0.41724035]",134
74,"[ 0.          1.3270998   3.49870062  3.55210042  0.          2.02208424
  0.20102528  0.          0.30725205  0.14130323  0.          3.02023697
  0.          0.          4.82921696  0.28978303  1.07040071  0.          0.
  1.31662774  0.54091829  2.20898581  0.          0.          2.97987509
  1.16833293  2.22498918  0.          2.24060845  2.79568315  1.48195601
  0.24404556]",542
75,"[ 0.          2.2662344   3.68719697  4.17877007  0.13417713  2.78416491
  0.30830967  0.          0.36522335  0.          0.          4.02941942
  0.          0.          6.14646387  0.22414693  1.28793073  0.          0.
  1.72467458  0.38165742  2.60813737  0.          0.          3.95516443
  0.89474452  2.81186771  0.          3.09273124  3.59249496  1.93643677
  0.31726307]",245
76,"[ 0.02922659  1.19351113  3.10528684  3.48299646  0.          2.20799398
  0.20588391  0.          0.3151055   0.          0.          3.12238693
  0.          0.          4.70415878  0.          1.05202389  0.          0.
  1.28318524  0.70141971  1.85344613  0.          0.          3.0827179
  1.14621365  2.36540961  0.          1.90658021  2.95089459  1.57812357
  0.19460639]",963
77,"[ 0.14908174  1.13905227  3.4270308   3.40589523  0.          2.3123827
  0.39079839  0.          0.31032926  0.          0.          3.36943293
  0.          0.          4.50722837  0.          1.06544507  0.          0.
  1.32950318  0.64736408  2.05448842  0.          0.          2.57941651
  0.91078049  2.19551253  0.          1.64715934  3.12490368  1.33787
  0.72713488]",86
78,"[ 0.21069753  1.146281    3.24114561  3.36868286  0.11614403  1.9575609
  0.65325034  0.          0.39880452  0.          0.          2.95005155
  0.          0.03877206  4.08498287  0.          0.83321851  0.          0.
  1.17579138  0.6663062   2.02738571  0.          0.          2.6616931
  0.96108037  2.01263165  0.          1.61645615  2.74721718  1.19240081
  0.53226864]",164
